Tên sản phẩm;LC_CN1_Tồn kho ban đầu;LC_CN1_Giá vốn khởi tạo;PL_Giá bán lẻ;PL_Giá nhập
Sổ vẽ A4 hình bìa;1;8.000;19.000;8.000
Bộ hộp 5 cọ trang điểm kèm gương;0;32.000;65.000;32.000
Gương đám mây kèm móc treo đồ;0;35.000;65.000;35.000
Bờm nơ tiểu thư;0;18.000;35.000;18.000
Cào lông tone nâu kem hình mây 12cm;0;9.500;23.000;9.500
Mũ lông cáo tuyết;0;68.000;119.000;68.000
Túi tote mèo đen cute;0;40.000;79.000;40.000
Hộp sticker note dán panda cute;2;24.000;49.000;24.000
Set 4 kẹp sách nam châm bé gái;7;9.500;23.000;9.500
Blindbox sonny angel;9;35.096,923;10.000;4.292
Set 20 nhãn dán hoạt hình;0;5.200;13.000;5.200
Blind box charm lông labubu;1;16.667;35.000;16.667
Nailbox hộp nhựa gắn charm mix mẫu;0;16.000;35.000;16.000
Set làm kem ốc quế mini;0;18.000;39.000;18.000
Set 13 cọ trang điểm kèm túi nhung dây rút;0;26.000;59.000;26.000
Set 8 cọ trang điểm kèm túi da cúc bấm;0;32.000;65.000;32.000
Lịch để bàn 2025 Capy-Pony size vuông;0;21.000;45.000;21.000
Chuốt chì trong suốt Capy;0;10.200;23.000;10.200
Đèn Sanrio ngồi đám mây (to);4;20.500;45.000;20.500
Blindbox MK gấu bông cute hot hit;4;14.792;35.000;14.792
Hũ dưỡng môi Vaseline trắng 7g;0;48.000;79.000;48.000
Kem chống nắng CNP nâng tone 50ml kèm quà tặng 31ml;3;256.000;375.000;256.000
Hộp quà hình chữ nhật size bé;0;20.000;39.000;20.000
Hộp quà hình chữ nhật size nhỡ;0;25.000;49.000;25.000
Set 5c phong thư gấu trúc cute;8;4.500;15.000;4.500
Set mút rửa mặt TFS;0;13.000;29.000;13.000
Táo đỏ Kaza 1kg;1;195.000;285.000;195.000
Táo giòn KAZA;0;86.000;109.000;86.000
Bánh kem ốc quế Pororo vị socola;2;41.833,333;59.000;42.000
thiệp chúc mừng tháp kèm phong bì trắng;0;2.600;8.000;2.600
Bánh socola mochi;2;35.000;65.000;35.000
Bánh quy mứt vị cam;0;35.000;65.000;35.000
đèn ngủ cún con;2;24.000;49.000;24.000
đèn ngủ thỏ con;0;24.000;49.000;24.000
đèn ngủ heo con;0;24.000;49.000;24.000
Kẹp nhung siêu đẹp 2 màu đỏ đen;1;2.417;8.000;2.417
set buộc tóc cho bé gồm chun cao su và chun vải túi zip xịn sò;0;6.500;15.000;6.500
bờm ziczac bé gái;0;11.500;25.000;11.500
set 2c: 1 lô kẹp+1 lược gấp;1;10.000;23.000;10.000
set 2c: 1 lô cuốn +1 lô kẹp;0;10.500;23.000;10.500
Set 4c lô cuốn dán;0;12.000;25.000;12.000
Túi quà Sanrio size 15.5*14*7;-1;5.833;14.000;5.833
Túi quà dọc màu Basic size M 24*9.5*20cm;-1;6.500;15.000;6.500
Túi quà dọc màu Basic size S 19.5*14.5*10;0;5.833;14.000;5.833
Slam nhũ kim sa cún con;0;14.500;29.000;14.500
Slam nhũ vàng cô gái;0;15.000;29.000;15.000
Slam nhũ sweet time;0;10.000;22.000;10.000
Slam kim sa Nơ;0;14.500;29.000;14.500
Hộp photo card Blackpink 55 card;0;10.500;24.000;10.500
Sổ vẽ ma thuật capybara (4 tờ);1;3.800;9.000;3.800
Bình Nikeion siêu đẹp 1000ml;2;57.000;95.000;57.000
Bộ học tập 7 món kuromi, sario, melody;1;27.500;55.000;27.500
Bờm gấu + 2 tai;0;12.500;26.000;12.500
Bình nước gấu 600ml +dây đeo sticker;0;44.000;79.000;44.000
Bút gel Labubu 0.5mm mực xanh;28;5.200;14.000;5.200
Hộp đồ chơi đất nặn 12 màu + dụng cụ;0;17.500;35.000;17.500
Set tô tượng, hình tô bên trong ngẫu nhiên;28;3.137,143;8.000;3.200
QUÀ TẾT Hộp B;0;450.000;685.000;450.000
QUÀ TẾT Bát 3 màu xanh, đỏ, vàng;1;395.000;595.000;395.000
QUÀ TẾT thuyền bé (vàng, xanh đỏ);0;280.000;445.000;280.000
QUÀ TẾT Thuyền trà nho (xanh, đỏ, vàng);0;250.000;395.000;250.000
QUÀ TẾT vali chữ nhật xanh;0;980.000;1.395.000;980.000
Hộp photo card labubu ánh kim 55 card;9;10.500;23.000;10.500
QUÀ TẾT khay gỗ (xanh, vàng, đỏ);0;155.000;255.000;155.000
QUÀ TẾT Vali Mika to đỏ;0;896.000;1.295.000;896.000
QUÀ TẾT Cốp mika nhỏ đỏ, vàng;0;530.000;795.000;530.000
Bình giữ nhiệt inox Have a nice day 600ml;0;67.000;115.000;67.000
QUÀ TẾT Trụ tròn đỏ, xanh, vàng;0;392.000;595.000;392.000
QUÀ TẾT Tay xách gấm xanh, đỏ, vàng tặng kèm túi Mika;0;541.000;845.000;520.000
Bờm quả dứa;0;12.000;25.000;12.000
Sổ vẽ ma thuật labubu 4 tờ/q;2;3.800;9.000;3.800
Sổ vẽ ma thuật kuromi 4 tờ/q;-3;3.800;9.000;3.800
Sổ còng a7 labubu 160 trang;5;11.000;23.000;11.000
Nước gạo lứt bé 500ml;0;20.000;29.000;20.000
Sữa chua Bledina pháp vị vani;1;83.000;119.000;83.000
Bánh hộp sắt mặt trời;1;140.000;225.000;140.000
Keo nến to;46;2.000;5.000;2.000
Súng bắn keo to 60W;1;40.000;69.000;40.000
Súng bắn keo bé 20W;3;25.000;49.000;25.000
Gấu bông capybara hồng balo bóng chày 35cm;2;90.000;169.000;90.000
Kuromi đen ôm tim 50cm;1;95.000;175.000;95.000
Tắm gội trẻ em dnee hồng 380ml;2;48.000;95.000;48.000
Gấu bông ccapybara hồng rút mũi 35cm;0;90.000;169.000;90.000
Gấu bông kuromi đeo túi size 50cm;0;133.000;239.000;133.000
Gấubông lena kuromi 40cm;1;95.000;179.000;95.000
Gấu bông kuromi đen đầu lâu tím+ váy đen size 50cm;0;110.000;199.000;110.000
gấu bông kuromi đen đầu lâu tím+ váy đen size 35cm;0;76.000;145.000;76.000
Gấu bông Melody váy hồng size 50cm;1;95.000;185.000;95.000
Gấu bông melody váy đen size 35cm;0;76.000;149.000;76.000
Gấu bông capybara balo ong size 35cm;0;90.000;169.000;90.000
Gấu bông capybara ong đốt size 35cm;1;90.000;169.000;90.000
Gấu bông capybara đi biển hồng size 35cm;2;95.000;179.000;95.000
Gấu bông capybara đi biển xanh size 35cm;0;95.000;179.000;95.000
Gấu bông melody đeo túi size 50cm;0;133.000;239.000;133.000
Gấu bông melody đeo túi size 35cm;1;90.000;169.000;90.000
Gấu bông Melody có mặt nạ ngủ+ ôm tim size 50cm;1;95.000;175.000;95.000
Quái vật labubu nơ màu trắng size 25cm;2;35.000;69.000;35.000
Gấu bông Cinnamoll galaxy size 50cm;0;95.000;175.000;95.000
Gấu bông labubu đứng xanh lá đeo nơ size 45cm;2;95.000;179.000;95.000
Gấu bông kuromi váy tím size 35cm;0;85.000;159.000;85.000
Gấu bông labubu khủng long nâu size 40cm;1;90.000;169.000;90.000
Gấu bông doremon stick size 50cm;0;95.000;175.000;95.000
Gấu bông labubu xanh dương Stick size 50cm;0;95.000;175.000;95.000
Gấu melody váy hồng size 35cm;0;85.000;159.000;85.000
Gấu bông kuromi đen nháy mắt size 50cm;1;95.000;175.000;95.000
Gấu bông kuromi ôm trà sữa size 50cm;0;0;175.000;95.000
Gấu bông kuromi đen váy đen size 50;1;95.000;175.000;95.000
Gấu bông kuromi tím váy tím size 50cm;1;95.000;175.000;95.000
Kuromi đen váy tím 50cm;0;95.000;175.000;95.000
Kuromi ôm trà sữa 50cm;0;95.000;175.000;95.000
Labubu đeo yếm 25cm màu nâu;1;80.000;145.000;80.000
Labubu đeo yếm màu xám sz 25cm;2;80.000;145.000;80.000
Kẹo mix Nga;0;100.000;175.000;100.000
Kẹo chudo hạt dẻ;1;125.000;199.000;125.000
Tắm gội trẻ em dnee tím 380ml;0;60.000;95.000;60.000
Tắm gội trẻ em dnee xanh dương 380ml;0;60.000;95.000;60.000
Bánh quy Bourbon butter cookies màu hồng;2;130.000;195.000;130.000
Bánh quy Bourbon butter cookies màu xanh;-1;130.000;195.000;130.000
Viên uống dhc bổ sung sắt;2;145.000;225.000;145.000
Nước hồng sâm đông trùng hạ thảo Gold (cả hộp);6;215.000;345.000;215.000
Kẹo socola Nga huệ vàng;0;90.000;149.000;90.000
Kẹo socola Riesen storck gói 377g;0;103.000;159.000;103.000
Kem dưỡng ẩm Redwin Vitamin E mẫu mới 330g;0;87.000;149.000;85.000
Kem nâng tông dưỡng trắng tế bào gốc Rose Whisis;3;150.000;235.000;150.000
sách lý do tuyệt chủng;-1;0;259.000;0
Ty giả Avent 0-6m /lẻ;0;0;135.000;0
quà mamogom- địu em bé Navaa/3b;1;0;145.000;0
quà mamogom - bộ nồi chảo/6b;1;0;295.000;0
TDC đồ chơi khối bận rộn 10in1-60 No.RT1602;2;64.680;119.000;64.680
TDC bàn câu cá nhạc-24 156-23C;0;143.000;239.000;143.000
Combo 4 quyển vở toán xoá được kèm 2 bút;3;51.200;89.000;50.000
TDC Đồ chơi treo nôi có điều khiển ( hồng) 698-85;0;139.160;245.000;139.160
Hộp quà tặng yến sào OST Nest đông trùng hạ thảo 28%;0;206.700;299.000;206.700
Hộp quà tặng yến sào OST Nest canxi 28%;0;185.250;285.000;185.250
Hộp quà tặng yến sào OST Nest không đường 28%;0;185.250;285.000;185.250
Hộp quà tặng yến sào OST Nest đường phèn 28%;0;185.250;285.000;185.250
Yến sào OST Nest đông trùng hạ thảo 28%;0;31.500;45.000;31.500
Yến sào OST Nest không đường 28%;0;28.000;40.000;28.000
Yến sào OST Nest đường phèn 28%;0;28.000;40.000;28.000
Sách kích thích thị giác 0-2 tuổi;3;31.333,333;120.000;30.000
Bánh cuộn ngũ cốc Mini vị dâu Bebedang;0;58.000;89.000;58.000
Bánh cuộn ngũ cốc Mini vị phô mai Bebedang;0;58.000;89.000;58.000
Set 30 dây kẽm nhung;0;0;27.000;0
TDC Đồ chơi kuromi i love you-120 (KC002);0;21.560;49.000;21.560
TDC lego skibidi tolet-128 038;0;93.100;175.000;93.100
Núm chữ tiếng anh;3;17.639,1;35.000;18.000
TDC set mô hình capybara-50 2478;2;24.780;55.000;24.780
TDC ninja lego (hộp lẻ);0;23.765;49.000;23.765
TDC đập chuột gỗ thỏ -64;0;47.530;89.000;47.530
TDC mô hình harry potter -288;0;58.803,93;109.000;60.000
TDC Túi capybara -300;0;25.970;55.000;25.970
Tdc đập băng chim cánh cụt -84-555-154;0;28.420;59.000;28.420
Tdc- trò chơi đoán tên nhân vật - 72-6699-54S;0;30.380;69.000;30.380
Tdc charm nước Melody- 480-73288;10;24.010;49.000;24.010
tdc charm nước kuromi-480 73287;7;22.050;49.000;22.050
tdc cắt hoa quả food+ vegetable order-48.C;0;172.480;295.000;172.480
bác sĩ thỏ 36pcs X-898A-698;0;98.000;175.000;98.000
lego nam cham 72 pcs 8824;-1;0;199.000;118.580
Chăm sóc thú cưng capybara-32 080;3;97.015,047;169.000;99.000
TDC Đồng hồ âm nhạc người sắt-360-ZL8530;2;27.000;55.000;27.000
TDC Xếp hình Hiding Blocks-66;0;28.420;59.000;28.420
TDC móc khoá kuromi-42 Qqy-02 LẺ;13;3.389;10.000;3.389
TDC đập chuột thỏ 162-15;0;0;95.000;49.980
TDC hộp quà capybara -100 HQ-05;2;28.421,898;79.000;29.000
Túi mù charm Labubu LBB01/02;4;1.470;5.000;1.470
Búp bê hồng -18 125-D38;0;181.300;299.000;181.300
TDC sách nam châm hello kitty -120;4;16.216,435;39.000;16.500
TDC súng bắn bong bóng kuromi hồng nhạt - CX-920;2;35.282,355;69.000;36.000
TDC Rubic bông hoa-120 JP777;2;41.160;79.000;42.000
TDC Combo hoá trang người nhện - 84;0;71.175;129.000;73.000
TDC Vô lăng túi vàng-120;0;28.420;59.000;29.000
TDC vô lăng túi hồng -120;0;28.418,55;59.000;29.000
Túi Đoremon-300;0;25.970;55.000;25.970
TDC Túi người sắt-300 T-13;0;25.970;55.000;25.970
TDC túi hellokitty-300;3;25.970;55.000;26.500
TDC túi người nhện -300;0;25.970;55.000;25.970
TDC Túi Melody-300T-07;3;25.970;55.000;25.970
TDC túi đội trưởng mỹ-300 T-12;2;25.970;55.000;25.970
TDC Túi kuromi-300;0;25.970;55.000;25.970
TDC túi labubu-300 T-04;8;25.970;55.000;25.970
TDC Túi gấu dâu -300;2;25.970;55.000;25.970
TDC Sách nam châm Capybara-100 SNC-05;4;16.661,112;39.000;17.000
TDC Sách nam châm Kuromi-100 SNC-04;3;16.473,058;39.000;16.500
TDC cân bằng Stitch -120;0;19.500;49.000;20.000
TDC Đồ chơi tương tác hình khối -72;1;47.897,5;89.000;49.000
TDC tàu kéo số gỗ-100;2;45.570;89.000;45.570
TDC Cắt hoa quả 30pcs/36;2;94.000;165.000;94.000
Bộ đô thị GB;1;114.695;199.000;116.000
TDC Xe xúc Toystar;1;167.000;269.000;167.000
TDC Xe cần cẩu 666-51P;1;163.000;269.000;163.000
TDC xe bồn chở nước 666-59P;-1;0;269.000;154.840
Bánh quy soda vị việt quất;3;45.000;79.000;45.000
Bánh quy bibizan;0;40.000;75.000;40.000
Bánh quy soda vị phomai;0;45.000;79.000;45.000
Kẹo dẻo peeling lột vỏ;0;37.000;65.000;37.000
TDC Capybara bò cót-240 (6688);2;21.561,44;59.000;22.000
TDC em bé bò cót-240 (6688);1;27.440;59.000;27.440
Kem nẻ To-plan 30g;2;75.500;129.000;75.000
Kem mắt dạng lăn Prettyskin wrinkle eraser roll on eye cream retinol;3;128.333,333;255.000;130.000
Viên rửa bát Finish-Quantum-64v;0;240.000;375.000;240.000
Gel rửa bát Finish Eco-900ml;3;220.000;325.000;220.000
TDC Gấu ú òa-50 (K5008);1;124.460;235.000;124.460
TDC-Két sắt Melody-48-207-17;1;129.675;239.000;133.000
TDC-Dancer Kuromi-72-8899-301;0;73.000;135.000;73.000
TDC-Nhổ cà rốt không có cân-48-ME-067;1;58.500;109.000;60.000
TDC-Kuromi Cân Bằng 120-98A;0;21.560;49.000;21.560
TDC-Vali bãi đỗ xe-18-037-C9;3;107.453,333;299.000;72.000
TDC-Set 5 xe sân bay-12-XLQ-6F;1;199.875;335.000;205.000
TDC-Xe cảnh sát biến hình xanh-36-6664;0;116.620;199.000;116.620
TDC-Xếp chồng thăng bằng-556-73;1;53.900;99.000;53.900
TDC-Đồ chơi nam châm(loại to)-48- ME-182;0;38.220;75.000;38.220
Két sắt vân tay Kuromi-48- 207-18;1;131.530;239.000;133.000
TĐC- đồ chơi Capybara giảm stres-100 102;0;25.970;55.000;25.970
Socola tươi MELTYKISS MEIJI;0;60.000;95.000;60.000
Hộp quà bất ngờ Pony -18;2;200.900;335.000;200.900
TDC Bảng vẽ từ tính có con dấu-48b;0;46.060;89.000;46.060
TDC Hộp quà vàng EGgy Party Vàng -100;7;28.367,926;69.000;29.000
TDC Tranh cát Kuromi-48;2;43.120;79.000;43.120
TDC Chìa khoá logic A1-48;2;53.000;95.000;53.000
Chìa khoá logic A3-48;3;53.000;95.000;53.000
Chìa khoá logic A2-48;3;53.000;95.000;53.000
TDC Vô lăng khiêng đội trưởng -36;2;152.000;259.000;152.000
TDC- Set 20 oto kèm bản đồ (48);-1;45.570;99.000;45.570
Bảng nam châm từ tính thỏ (Hồng/Xanh) ME-074;0;78.400;139.000;78.400
kem dưỡng ẩm KIEHL'S SINCE 1851 Ultra Facial;0;0;995.000;0
Charm nước thỏ 6.5cm-400;5;22.050;49.000;22.050
Tô màu 208 pcs xanh-10/hồng-10;3;78.000;145.000;80.000
Bảng LCD 10 inh đa sắc -100;0;28.420;65.000;28.420
Ếch thăng bằng 96A;0;19.600;49.000;19.600
Trang đính đá - 192 (15x15cm);0;17.640;39.000;17.640
TĐC-xe tải 3 tầng đỏ/ xanh mẫu mới.C (633-1);1;130.615,612;235.000;132.000
TDC- Set 2 xe oto chở hàng-16-5866;0;199.875;345.000;205.000
TDC-Lego phi hành gia-24-46044;0;117.975;199.000;121.000
tdc xe cứu hoả biến hình-36 6662;0;116.620;199.000;119.000
tdc máy pinball cá sấu màu cam-16 158-2C;1;194.030,09;335.000;198.000
tdc robot biến hình 5in1 905B-906B;2;160.875;285.000;165.000
tdc đàn mic 32 phím hồng 3207;1;84.280;155.000;86.000
TDC-Máy hát Kuromi-72-5518A;2;75.456,145;135.000;77.000
TDC-Xe đẩy trái cây-48-BL887;2;56.347,12;99.000;57.500
tdc đồng hồ âm nhạc kuromi 360 zl8531;2;27.000;59.000;27.000
tdc set 3 chi tiết cứu hoả 666-67F;-1;0;335.000;194.040
TDC- Xe kéo đầu container-QH300-1D;1;289.100;485.000;289.100
TDC-Xe kéo 2in1(Nấu ăn)-24-HY17;1;97.000;179.000;97.000
bảng từ tính kèm mê cung màu sắc ME-134;0;135.240;245.000;135.240
TDC-Tủ búp bê-DSJ88;0;129.360;239.000;129.360
Tdc móc khoá baby cry-360( set 6 con);0;73.500;135.000;73.500
TDC-Lego rạp xiếc-LB9112;0;103.880;185.000;103.880
TDC- Đồ chơi nút bấm sáng tạo-2280;20;38.956,753;79.000;39.000
TDC-Lego Xe (Robot)-18-BB014;1;124.142,5;235.000;127.000
Hộp quà bất ngờ labubu;0;28.420;69.000;28.420
TĐC- Charm nước mèo 6.4cm-360 (YSD-07);2;22.050;49.000;22.050
TĐC- Lật đật gật gù có chuông-48 ( B002/003);2;43.000;79.000;43.000
TĐC- đồ chơi rút dây đĩa bay gấu-60 ( 2100D);0;49.980;95.000;49.980
Móc khoá treo nơ Mazzo;5;11.000;25.000;11.000
Santa râu dài đội mũ;3;56.000;99.000;56.000
Santa đội mũ len decor;1;37.000;69.000;37.000
Cào nơ bông cute size to;1;27.000;49.000;27.000
Móc khoá nơ hồng mix charm kèm dây ngọc trai;0;24.000;49.000;24.000
Móc khoá nơ da treo trái tim;0;18.500;39.000;18.500
Cào tóc lông thỏ nâu;0;27.000;49.000;27.000
Cào tóc gắn gấu vịt;3;28.000;54.000;28.000
Cào tóc lông miu miu;0;11.000;25.000;11.000
MK thỏ xù tai dài đội mũ quàng khăn Noel;0;48.000;89.000;48.000
TĐC- Sâu vặn cót -720 (6688-53A);4;7.840;19.000;7.840
TĐC-Đồ chơi cậu bé bút chì shin lắc tay (666);1;29.250;65.000;30.000
TĐC- Đồ chơi cậu bé bút chì shin đạp xe (002);3;30.000;65.000;30.000
TĐC- Shin lật mặt-300 (670);1;10.500;29.000;10.500
TĐC- Cậu bé bút chì bò cót-240;3;22.000;55.000;22.000
Nước uống giải độc gan đỏ Zeria Hepalyse Nhật HI dòng cao cấp;0;460.000;795.000;460.000
Thạch trái cây vị nho và dâu giáng sinh;0;38.000;59.000;38.000
Thạch halloween premium cafe bí ngô pudding;0;34.000;59.000;34.000
Kem mắt AHC 40ml Đen;0;0;225.000;135.000
Nước hoa hồng Muji Light 300ml;4;185.000;279.000;185.000
Quà máy hâm sữa luca (tặng khi mua 5b bỉm mamogom);1;0;245.000;0
Quà set khay, bát, cốc (tặng khi mua 6b bỉm mamogom);0;0;295.000;0
Tất chống trơn trượt cho bé size M;0;9.000;19.000;9.000
Tất chống trơn trượt cho bé size S;0;9.000;19.000;9.000
cốc uống nước chữ B blick blick;1;137.000;235.000;137.000
khuyên tai ngọc trai 3 tone màu mix size (8-10-12mm);0;12.000;25.000;12.000
Vòng tay tiểu thư mix;4;17.000;34.000;17.000
Kẹp mái bông Fastfood;0;10.500;23.000;10.500
Máy tính casio FX 880 BTG;3;685.000;885.000;685.000
Vở KN Romantic 300tr - HY4221_Thùng(…);0;23.000;39.000;23.000
Bánh hấp đậu nành;0;6.000;12.000;6.000
Bánh sừng bò socola;0;7.000;12.000;7.000
Bánh sừng bò phomai;0;6.000;12.000;6.000
Kẹo cây thông Noel 88g;2;20.833;39.000;20.833
Sữa óc chó KF;22;8.438;14.000;8.438
Mặt nạ dưỡng trắng Wonjin Water Toning hộp30 miếng màu vàng;4;282.000;399.000;282.000
Xịt Thơm Bath & Body Works;0;195.000;299.000;195.000
Tắm gội Head and shoulder shower gel;2;140.000;225.000;140.000
cây thông noel mini;0;50.000;95.000;50.000
Đèn led 10m;0;28.000;55.000;28.000
Đèn led 20m;0;280.000;399.000;280.000
Son dưỡng Dior Addit Lip Glow 012 ( tặng kèm túi );1;590.000;845.000;590.000
Son dưỡng Dior Addit Lip Glow 004 ( tặng kèm túi );1;590.000;845.000;590.000
Son dưỡng Dior Addit Lip Glow 001 ( tặng kèm túi );0;590.000;845.000;590.000
kẹo mút giảm đau họng Weddespoon (lẻ);21;0;18.000;0
60_đến trường thật vui ! - peppa pig;3;39.000;60.000;39.000
29_Buổi học múa ba-le - Thế giới diệu kì của Peppa Pig;5;18.850;29.000;18.850
My little Pony- Jumbo tô màu và các trò chơi tập 1;2;18.850;29.000;18.850
Bảng mắt 10 ô Sivanna Fancy kèm cọ - 01;0;67.000;115.000;67.000
Bảng mắt 10 ô Sivanna Fancy kèm cọ - 02;0;65.000;115.000;65.000
Bảng mắt 10 ô Sivanna Fancy kèm cọ - 04;2;67.000;115.000;68.000
Phấn nước CNP - tone 23 kèm lõi;1;305.000;465.000;305.000
Phấn nước CNP - tone 21 kèm lõi;0;295.000;465.000;295.000
50_My Little Pony - sách tô màu và thực hành khổ lớn;1;32.500;50.000;32.500
Thế giới của Peppa - Bữa tiệc khủng long;4;18.850;29.000;18.850
Quà Mamogom - Xe đẩy Olwen Plus/12b;0;0;495.000;0
decan sắc màu;0;0;55.000;28.000
Tất + cây thông gỗ;4;45.000;69.000;45.000
Set quả cầu size 10 nhung;2;130.000;195.000;130.000
Set quả cầu size 8 nhung;2;80.000;139.000;80.000
Set cây thông nhung;0;60.000;109.000;60.000
Tuần lộc nhung;3;80.000;139.000;80.000
Kẹo cán ô (nhỡ);4;35.000;59.000;35.000
Kẹo cán ô (nhỏ);8;25.000;49.000;25.000
Decan noel trắng;0;28.000;55.000;28.000
Cây thông 1m5 đã trang trí;0;3.604.000;4.950.000;3.604.000
Kim bơm bóng;-3;0;3.000;0
Set đồ dùng Noel 5 món kèm dây XM005;9;6.000;15.000;6.000
Hộp 5 tẩy Noel;7;10.500;23.000;10.500
Túi giấy Noel bản ngang RY-357;0;4.500;10.000;4.500
Móc khoá chuông nơ Hello Kitty MK73;1;8.200;19.000;8.200
Túi 30 sticker Noel nhũ trong suốt SZ-506;0;7.000;18.000;7.000
Sticker nhũ 1 tấm Noel SZ-503;0;2.400;8.000;2.400
Set eke 4 món giáng sinh 20cm;0;3.000;9.000;3.000
Thùng rác hình trái cây;0;48.000;79.000;48.000
Thước kẻ dẻo Kuromi R502;0;2.800;8.000;2.800
bút chì 2B Capy BC-01;113;1.042;4.000;1.042
ống cắm bút kèm tượng Capy MS4/5;0;105.000;179.000;105.000
bút chì 2B sanrio BC-03;42;1.042;4.000;1.042
bút chì 2B Labubu BC-02;70;1.042;4.000;1.042
Set đồ dùng Noel 5 món kèm dây XM005;5;25.000;49.000;25.000
Túi giấy hoa Glorious size trung MS26;0;7.000;15.000;7.000
Túi giấy hoa Glorious size đại MS26;-1;8.500;19.000;8.500
Túi giấy hình hoa FANCIFUL size trung 28x21x8 MS23;0;7.000;15.000;7.000
Túi giấy mặt trong Noel size trung MS4;0;9.000;19.000;9.000
Túi giấy mặt trong Noel size siêu đại  MS4;0;10.500;22.000;10.500
Túi bút vải Capy 5 ngăn kèm túi lưới 2155;0;42.000;75.000;42.000
Cốc sứ giáng sinh CS08;-1;64.000;115.000;64.000
Cốc sứ gắn nắp Charm giáng sinh CS02;0;72.000;125.000;72.000
Cốc sứ Merry Christmas CS06;1;68.000;115.000;68.000
Cốc sứ ông già Noel CS03;1;65.000;115.000;65.000
Cốc sứ ông già Noel nắp xốp CS04;3;58.000;99.000;58.000
